text,label,split
DOSAGE (mg/ kg BODY WEIGHT),question,train
RESULTS (NO TESTED),question,train
1/ 6,answer,train
0/ 6,answer,train
0/ 6,answer,train
3/ 6,answer,train
6/ 6,answer,train
REFERENCE FOR CALCULATION,question,train
"Litchfield, J. T. and Wilcoxin F. , J. of Pharmacol",answer,train
"and Exper. Ther. , 90: 99 , 1948.",answer,train
3.5 (3.1 to 3.9 g /kg,answer,train
Dr. H. J. Minnemeyer Ms. L. B. Gray,answer,train
Copies to the Following:,question,train
LORILLARO RESEARCH CENTER,other,train
FORM 7 5/80,other,train
"of respiratory depression, constriction of blood vessels, and in- activity. Survivors recovered in 48 hours. The recommended safe dose for a single trial by inhalation in man is 0.3 mg.",answer,train
This compound appears to act as a CNS depressant with symptons,answer,train
LD50 (95% CONFIDENCE LIMITS),question,train
AUTHORS,question,train
TITLE,question,train
RECOMMENDATION:,question,train
533,answer,train
Date,question,train
x,answer,train
NOT,other,train
APPROVE,other,train
00070353,other,train
Manuscript Review Form,other,train
TOBACCO SCIENCE,header,train
Registration No,question,train
"March 18, 1968",answer,train
"Andrew G. Kallianos, Richard K. Means, James D. Mold",answer,train
"""Effect of Nitrates in Tobacco on the Catechol Yield in Cigarette Smoke""",answer,train
REVIEW COMPLETED,question,train
PRESENT FORM:,question,train
3/ 29/ 68,answer,train
APPROVE IN ITS,question,train
(Give reasons below):,question,train
APPROVE TENTATIVELY,answer,train
SUBJECT TO THE FOLLOWING SUGGESTED REVISIONS: (itemize below):,question,train
Page 4 - Last line should be Mass spectrometric instead of Mass spectroscopic.,other,train
NOTE- Execute in triplicate using additionall sheets if more space is required. Retain the third copy for your file Return the original (signed) and the first carbon (unsigned) along with the manuscript to this office The unsigned copy and the manuscript will be for returned to the author his consideration.,other,train
Date:,question,train
on,question,train
BLEND,question,train
CASING,question,train
RECASING,question,train
Cigarettes,header,train
Filters,header,train
Responsibility,header,train
apping,header,train
Requirements,header,train
Reports,header,train
6030,answer,train
OGS,answer,train
OGS,answer,train
OGS,answer,train
OGS,answer,train
AMF,answer,train
25.,answer,train
0,other,train
554,answer,train
Ammons,answer,train
Wicker,answer,train
Routh,answer,train
"""",answer,train
White,answer,train
Blue,answer,train
White,answer,train
"""",answer,train
00093726,other,train
Maker,question,train
Length,question,train
Circumference,question,train
Weight,question,train
Paper,question,train
Labels,question,train
Closures,question,train
Cartons,question,train
Markings,question,train
Laboratory,question,train
Other,question,train
Kind,question,train
Process,question,train
Circumference,question,train
Weight,question,train
Plasticizer,question,train
Shipping,question,train
"September 21, 1976",answer,train
Sample No.,question,train
Type of Cigarette,question,train
85 mm Filter,answer,train
Batch Size,question,train
50 lbs.,answer,train
Original Request Made By,question,train
Dr. A. W. Spears,answer,train
"September 21, 1976",answer,train
Sample Specifications Written By,question,train
W. E. Routh,answer,train
FINAL FLAVOR,question,train
Additional Spray,question,train
3. 4% PMO in EtoH,answer,train
20 mm True plastic rod,answer,train
Rod Length,question,train
Pressure Drop,question,train
Plug Wrap,question,train
Tipping Paper,question,train
Filter Length,question,train
Pressure Drop,question,train
85 mm,answer,train
To be det. (803 mg tobacco),answer,train
To be determined,answer,train
20 mm,answer,train
30 mm,answer,train
Tear rape,question,train
Sample No. on overwrap,answer,train
Tobacco Blend,question,train
Filter Production,question,train
Making & Packing,question,train
Sample Requisition [Form 02: 02: 06],question,train
Brown /Routh,answer,train
3 cartons,answer,train
"20, 000 cigts.",answer,train
Smoke Analysis PMO Analysis,answer,train
Laboratory Analysis,question,train
Written by,question,train
Original to,question,train
Copies to,question,train
Dr. F. J. Schulz Dr. H. J. Minnemeyer,answer,train
P. D. Schickedantz,answer,train
Dr. A. W. Spears,answer,train
Spray 50 lbs. tobacco with solution of 880 g (= 1. 94 lbs.) PMC in 1175 ml of denatured alcohol. This should give 3. 4% PMO add- on (3. 3% PMO contained) assuming 88% spraying efficiency. PMO delivery from 85 mm cigarette smoked to 30 mm butt should be 6. 5 mg/ cig.,answer,train
Special Requirements,question,train
"Manager, H.J. Minnemeyer Research",other,train
CAPRI,question,train
DESCRIPTION:,question,train
SUPPLIER:,question,train
466009457,other,train
"47,218",answer,train
"9,442",answer,train
"14,165",answer,train
-Pd.,other,train
CUMULATIVE,question,train
DEC,question,train
FEB,question,train
9.442,answer,train
21.240,answer,train
3068230.682,other,train
77.900,answer,train
,answer,train
PROJECT NO.,question,train
1987- 115- CA,answer,train
CAPRI EXPANSION A&U - CALIFORNIA - WAVE 4.,answer,train
Kapuler Marketing Research,answer,train
MR PERSONNEL:,question,train
B. R. Pellett,answer,train
AUTHORIZED COST:,question,train
"70,825 + +10 % (TOTAL 1987) +7.075 (2 -23 -88 77,900 TOTAL",answer,train
Int. Init. Date,question,train
Ext. Autho. Date,question,train
Field Complete,question,train
Final Rpt. Due,question,train
,answer,train
11- 16- 87,answer,train
12- -7 -87,answer,train
1- 11- 88,answer,train
RELEASED TO ACCTG,question,train
PAID OUT OF 1989 BUDGET,header,train
PAID 1987,question,train
DEC 1987 ACCRUAL,question,train
CARRYOVER TO 1988,question,train
2- 25- 88,answer,train
YEA -,question,train
CAPRI -,question,train
Date:,question,train
Description:,question,train
Supplier:,question,train
No.,question,train
27,answer,train
Decrease,question,train
Reasons:,question,train
.08,answer,train
.08,answer,train
PROJECTED:,header,train
1.488.126.23,answer,train
.08,answer,train
0,other,train
1.488.126.15,answer,train
1.471.873.85,answer,train
cc:,question,train
Date,question,train
Date,question,train
International.,answer,train
464537440,other,train
MD Davis,answer,train
,answer,train
INTERNATIONAL MARKETING RESEARCH CHANGE OF AUTHORIZED COST,header,train
6/ 21/ 90,answer,train
Hong Kong: Cigarette Market Monitor,answer,train
MDR. HK,answer,train
Total Cost,question,train
1990 Cost,question,train
Previous Commitments This Project,question,train
Amt. of Change:,question,train
Increase X,answer,train
$ 43.335.00,answer,train
$ 4.376.47,answer,train
$ 47.711.47,answer,train
(10% Change),other,train
Adjusted Total Cost of Project:,question,train
$ 0.00,answer,train
"Original MRA did not include cost for the first month of the study (see L. Lee memo of September 11, 1989)",answer,train
Internal Init. Date,question,train
Ext. Auth. Date Wave(s),question,train
Sumary of IMRD Budget,header,train
$ 2.960.000.00,answer,train
Total Area Budget:,question,train
Current Bal. Available:,question,train
This Change: (From Current Budget),question,train
Field Complete Wave(s),question,train
Final Report Due (Supplier Rpt.) Wave(s),question,train
New Balance:,question,train
Committed to Date: (Current Year),question,train
This Amount (From Next Year's Budget),question,train
6/ 21/ 90,answer,train
4/ 22/ 90,answer,train
Project No.,question,train
Account Name,question,train
1989- 29,answer,train
Submitted By:,question,train
Approved By:,question,train
Original-,question,train
Project File,answer,train
MRA File N. W. Kremer,answer,train
N. W. Kremer,question,train
M. b. Davis,question,train
TO:,question,train
INSTRUCTIONS,header,train
WELCOMED.,other,train
ARE,other,train
AGENCY,other,train
THE,other,train
FROM,other,train
DESIGNS,other,train
ALTERNATE,other,train
FOR,other,train
SUGGESTIONS,other,train
THESE,other,train
SHOULD,other,train
BE,other,train
SUBMITTED,other,train
AS,other,train
SEPARATE,other,train
DOCUMENTS,other,train
APPENDED,other,train
TO,other,train
THIS,other,train
BID,other,train
"HOWEVER,",other,train
3.,other,train
FAX,question,train
NUMBER:,question,train
464565018,other,train
BROWN & WILLIAMSON BID REQUEST FORM,header,train
(QUANTITATIVE RESEARCH),other,train
PROJECT NUMBER:,question,train
1991- 18,answer,train
B&W ORIGINATOR:,question,train
Mary D. Davis,answer,train
Mr. Johnny Pedersen - Gallup,answer,train
1. THE FOLLOWING DOCUMENT IS DIVIDED INTO TWO SECTIONS.,other,train
OTHER INFORMATION,header,train
DATE REQUESTED:,question,train
DEADLINE FOR BID RECEIPT:,question,train
2/ 22 by courier,answer,train
3/1/91,answer,train
Mary D. Davis,answer,train
1- 502- 568- 8092,answer,train
"IF YOU HAVE ANY QUESTIONS, PLEASE CONTACT THE FOLLOWING PERSON:",question,train
"2. IN ORDER TO ALLOW US TO COMPARE BIDS, WE REQUEST THAT YOU SUBMIT A BID FOR THE RESEARCH AS SPECIFIED IN SECTION ONE.",other,train
1- 502- 568 8092,answer,train
FAX MUMBER:,question,train
"MS. JACKIE KEY B&W LOUISVILLE, KENTUCKY U. S. A.",other,train
SECTION ONE,question,train
SECTION TWO,question,train
SHOULD BE COMPLETED BY THE RESEARCH AGENCY AND RETURNED BY,other,train
FAX TO THE FOLLOWING PERSON:,other,train
CONTAINS THE PROJECT DESCRIPTIONS AND SPECIFICATIONS FROM,other,train
B&W. ALL BIDS SHOULD BE BASED ON THE SPECIFICATIONS IN THIS DOCUMENT.,other,train
DATE,question,train
BD-FF,answer,train
1/4/90,answer,train
Marketing,answer,train
cc:,question,train
,answer,train
PROJECT INITIATION FORM,header,train
PROJECT CODE,question,train
PROJECT NAME,question,train
BULL DURHAM Full Flavor King Size Cigarettes,answer,train
J. F. Anders/ J. E. Mann,answer,train
PROJECT LEADER,question,train
WORK REQUESTED BY,question,train
PROJECT OBJECTIVE,question,train
"Develop 14- mg ""tar"" delivery king size cigarette for generic pricing directed toward young male smokers. Cigarette dimensions- 85 mm x 24.9 mm circumference- 20 mm filter- 24 mm tipping. Offshore tobacco blend with unique flavor formulation. Cork tipping.",answer,train
OTHER PERSONNEL ASSIGNED,question,train
Approved by,question,train
RSS RDC PHL PRC DRB Records Project Leader Other Personnel Assigned,answer,train
Agency:,question,train
Contact:,question,train
Date:,question,train
Client:,question,train
Address:,question,train
Product:,question,train
Film Cleared:,question,train
RECEIVED,question,train
CF:,question,train
,question,train
cb,answer,train
AMERICAN BROADCASTING COMPANY TELEVISION NETWORK,header,train
"1333 Avenue of the Americas, New York, New York 10019 LT 1- 7777",other,train
"SSC&B, Inc",answer,train
"September 25, 1969",answer,train
Larry Odum,answer,train
"575 Lexington Avenue, New York, New York 10022",answer,train
American Tobacco Company,answer,train
Pall Mail Filter tip,answer,train
VIDEO TAPE APPROVAL,answer,train
SEP 30 ,answer,train
PERCY F. SMITH,other,train
"""Presenter/ Girl Rev"" AT-M B-T-64 :60 ""Pall Mall Filter Tip"" AT-P/ F-T-317 :30",answer,train
TAPE WILL FOLLOW AS SOON AS I RECEIVE IT FROM THE TAPE LIBRARY.,answer,train
PLEASE NOTIFY THIS DEPARTMENT OF ANY CHANGES IN THE CODE NUMBER(S).,question,train
"Final approval is, of course, dependent upon time and placement of the commercial(s).",question,train
Film(s) enclosed.,question,train
"Sincerely, American Broadcasting Company Cynthia Fates C.B Department BROADCAST STANDARDS AND PRACTICES",other,train
XER 264/ REV 5/ 68,other,train
Attention,question,train
Copies,question,train
Department,question,train
Subject,question,train
7,other,train
Publication,question,train
Time,question,train
Date,question,train
RECEIVED,question,train
516007780,other,train
"DR. HUGHES, MESSRS. ALAR, SANDEFUR,",answer,train
CORPORATE AFFAIRS,answer,train
"BLOTT, BUTLER, MIDDLETON, CHRISTENSEN, PEPPLES, SACHS FREEDMAN",answer,train
"T. HUMBER, M. BATEMAN",answer,train
L&M Lawsuit,answer,train
PRESS QUERY,header,train
ADWEEK - Midwest,answer,train
Reporter/ Editor,question,train
Fran Brock (312) 467- 6500,answer,train
Received by,question,train
Mark Ahearn,answer,train
1: 45 P. M.,answer,train
7/ 9/ 84,answer,train
Deadline for response,question,train
Already handled,answer,train
"Describe the storyline, list the questions and proposed answers, and summarize handling, including clearances.",question,train
Ms. Brock requested information regarding L&M lawsuit. I provided the approved prepared response.,other,train
Reporter then requested clarification of generic cigarette vs. 'private label cigarette' and asked to be notified when further announcements regarding generics were made.,other,train
J. M. A. JMA,other,train
JUL 10 1984 JOHN ALAR,answer,train
0465E,other,train
($000),other,train
Title,question,train
Purpose,header,train
1,question,train
2,question,train
3,question,train
4,question,train
7,question,train
5,question,train
6,question,train
Status,header,train
Proposed,question,train
Approved;,question,train
TOTAL,question,train
CAPITAL,question,train
EXPENSE,question,train
Completion,question,train
Mo.,question,train
Yr.,question,train
Submission,question,train
Yr.,question,train
Start,question,train
Mo.,question,train
Yr.,question,train
88,answer,train
x,answer,train
80,answer,train
80,answer,train
0,answer,train
88,answer,train
11,answer,train
88,answer,train
7,answer,train
CAPITAL,question,train
EXPENSE,question,train
CAPITAL,question,train
EXPENSE,question,train
1989,answer,train
80,answer,train
0,answer,train
JAN.,question,train
-MAR.,question,train
APR.,question,train
-JUN.,question,train
JUL.,question,train
-DEC,question,train
TOTAL,question,train
EXPENSE,question,train
